DateTimeUT,"Exposure Time","Exposure Meter Counts"
"2020-03-16 13:19:52",220.091,24086060
"2020-03-16 13:19:55",224.119,24086480
"2020-03-16 13:19:59",227.672,24086968
"2020-03-16 13:20:03",231.463,24087408
"2020-03-16 13:20:07",235.253,24087816
"2020-03-16 13:20:10",239.044,24088276
"2020-03-16 13:20:14",242.834,24088688
"2020-03-16 13:20:18",246.625,24089150
"2020-03-16 13:20:22",250.416,28910026
"2020-03-16 13:20:26",254.206,28910562
"2020-03-16 13:20:29",258.003,28910996
"2020-03-16 13:20:33",261.788,28911402
"2020-03-16 13:20:37",265.579,28911870
"2020-03-16 13:20:41",269.37,28912300
"2020-03-16 13:20:45",273.18,28912788
"2020-03-16 13:20:48",277.029,28913248
"2020-03-16 13:20:52",280.761,28913718
"2020-03-16 13:20:56",284.552,28914204
"2020-03-16 13:21:00",288.342,28914704
"2020-03-16 13:21:04",292.133,28915248
"2020-03-16 13:21:07",296.076,28915684
"2020-03-16 13:21:11",299.715,33728640
"2020-03-16 13:21:15",303.506,33729252
"2020-03-16 13:21:19",307.316,33729756
"2020-03-16 13:21:23",311.107,33730224
"2020-03-16 13:21:26",315.102,33730656
"2020-03-16 13:21:30",318.699,33731136
"2020-03-16 13:21:34",322.489,33731560
"2020-03-16 13:21:38",326.279,33732080
"2020-03-16 13:21:41",330.07,33732492
"2020-03-16 13:21:45",333.86,33732900
"2020-03-16 13:21:49",337.652,33733388
"2020-03-16 13:21:53",341.442,33733912
"2020-03-16 13:21:57",345.233,33734364
"2020-03-16 13:22:00",349.024,38536816
"2020-03-16 13:22:04",352.815,38537340
"2020-03-16 13:22:08",356.604,38537840
"2020-03-16 13:22:12",360.395,38538340
"2020-03-16 13:22:16",364.186,38538804
"2020-03-16 13:22:19",368.023,38539248
"2020-03-16 13:22:23",371.766,38539748
"2020-03-16 13:22:27",375.558,38540196
"2020-03-16 13:22:31",379.348,38540680
"2020-03-16 13:22:35",383.139,38541164
"2020-03-16 13:22:38",387.07,38541640
"2020-03-16 13:22:42",390.72,38542080
"2020-03-16 13:22:46",394.511,38542496
"2020-03-16 13:22:50",398.303,43335140
"2020-03-16 13:22:54",402.092,43335696
"2020-03-16 13:22:57",406.117,43336116
"2020-03-16 13:23:01",409.674,43336664
"2020-03-16 13:23:05",413.464,43337192
"2020-03-16 13:23:09",417.255,43337624
"2020-03-16 13:23:12",421.046,43338152
"2020-03-16 13:23:16",424.836,43338560
"2020-03-16 13:23:20",428.628,43339108
"2020-03-16 13:23:24",432.418,43339592
"2020-03-16 13:23:28",436.209,43340072
"2020-03-16 13:23:31",440,43340556
"2020-03-16 13:23:35",443.79,43341036
"2020-03-16 13:23:39",447.581,48143444
"2020-03-16 13:23:43",451.371,48144044
"2020-03-16 13:23:47",455.161,48144544
"2020-03-16 13:23:50",459.048,48145056
"2020-03-16 13:23:54",462.743,48145612
"2020-03-16 13:23:58",466.533,48146104
"2020-03-16 13:24:02",470.325,48146644
"2020-03-16 13:24:06",474.115,48147092
"2020-03-16 13:24:09",478.094,48147544
"2020-03-16 13:24:13",481.697,48148012
"2020-03-16 13:24:17",485.487,48148424
