DateTimeUT,"FIES room WebSensor1 Temperature near ceiling","FIES room WebSensor1 Humidity","FIES room WebSensor1 Illumination","FIES front room WebSensor2 Temperature","FIES front room WebSensor2 Humidity","FIES front room WebSensor2 Illumination","FIES inside black box at rear","FIES room near ceiling and fan control","FIES under grating in tank","FIES front room","FIES below table girder","FIES above heater radiator","FIES inside black box centre","FIES above ceiling","FIES grating tank housing","FIES inside white box rear","FIES inside white box centre","FIES centre of table [inc. gnd]","FIES ceiling near instrument (Aarhus 1)","FIES inside black box (Aarhus 2)","FIES Inside white box under dewar (Aarhus 3)","FIES Detector temperature","FIES Dewar temperature","FIES Detector pressure","FIES Atmospheric Pressure","FIES grating tank pressure"
"2020-03-26 12:00:20",20,33.7,0,19.5,33.5,0.4,20.449,19.612,20.578,18.665,19.249,27.004,20.534,10.291,20.703,20.478,20.281,20.883,20.68,20.96,21.3,-113.28,-171.99,6.96e-05,766.658,769.187
"2020-03-26 12:01:20",20,33.7,0,19.7,33.2,0.4,20.449,19.599,20.578,18.907,19.253,27.997,20.535,10.323,20.703,20.606,20.282,20.872,20.67,21.03,21.33,-113.14,-171.99,7.36e-05,766.668,769.186
"2020-03-26 12:02:19",20,33.7,0,19.8,33,0.4,20.448,19.596,20.578,18.867,19.263,28.017,20.535,10.299,20.703,20.402,20.285,20.872,20.63,21.01,21.34,-112.97,-171.99,7.66e-05,766.63,769.187
"2020-03-26 12:03:20",20,33.7,0,19.8,32.9,0.4,20.448,19.659,20.578,19.226,19.265,28.777,20.535,10.254,20.703,20.32,20.281,20.875,20.63,20.98,21.44,-112.87,-171.99,8.51e-05,766.649,769.187
"2020-03-26 12:04:20",20,33.7,0,19.6,33.3,0.4,20.448,19.622,20.578,18.861,19.267,28.45,20.535,10.301,20.702,20.298,20.28,20.878,20.65,21.01,21.33,-112.63,-171.99,9.07e-05,766.655,769.187
"2020-03-26 12:05:20",20,33.7,0,19.2,34.1,0.4,20.449,19.611,20.578,18.697,19.269,27.639,20.534,10.359,20.702,20.361,20.282,20.884,20.64,21.02,21.35,-112.49,-171.99,9.62e-05,766.66,769.187
"2020-03-26 12:06:20",20,33.7,0,18.9,34.5,0.4,20.449,19.658,20.578,18.6,19.263,28.062,20.534,10.485,20.703,20.423,20.281,20.89,20.69,21.03,21.34,-112.49,-171.99,0.000102,766.67,769.188
"2020-03-26 12:07:20",20,33.7,0,18.7,34.9,0.4,20.448,19.606,20.578,18.608,19.255,27.263,20.534,10.339,20.702,20.392,20.281,20.897,20.67,20.97,21.37,-112.35,-171.99,0.00011,766.658,769.185
"2020-03-26 12:08:19",20,33.7,0,18.6,35,0.4,20.448,19.628,20.578,18.494,19.241,28.259,20.534,10.349,20.702,20.527,20.285,20.887,20.7,21.02,21.31,-112.2,-171.99,0.000116,766.671,769.188
"2020-03-26 12:09:20",20,33.7,0,18.6,35.1,0.4,20.448,19.596,20.578,18.492,19.211,28.894,20.534,10.358,20.703,20.315,20.284,20.886,20.64,21.01,21.36,,,,766.676,769.187
