DateTimeUT,"FIES room WebSensor1 Temperature near ceiling","FIES room WebSensor1 Humidity","FIES room WebSensor1 Illumination","FIES front room WebSensor2 Temperature","FIES front room WebSensor2 Humidity","FIES front room WebSensor2 Illumination","FIES inside black box at rear","FIES room near ceiling and fan control","FIES under grating in tank","FIES front room","FIES below table girder","FIES above heater radiator","FIES inside black box centre","FIES above ceiling","FIES grating tank housing","FIES inside white box rear","FIES inside white box centre","FIES centre of table [inc. gnd]","FIES ceiling near instrument (Aarhus 1)","FIES inside black box (Aarhus 2)","FIES Inside white box under dewar (Aarhus 3)","FIES Detector temperature","FIES Dewar temperature","FIES Detector pressure","FIES Atmospheric Pressure","FIES grating tank pressure"
"2020-03-18 12:00:20",20.1,24.2,0,19.1,17,0.4,20.485,19.646,20.574,18.406,19.585,24.38,20.562,12.716,20.705,20.565,20.36,20.897,20.71,21,21.22,-119.99,-173.07,1.43e-06,769.948,770.12
"2020-03-18 12:01:20",20.1,24.2,0,19.6,16.6,0.4,20.484,19.626,20.575,18.599,19.575,25.381,20.562,12.727,20.706,20.525,20.36,20.896,20.69,20.96,21.27,-119.99,-173.04,1.43e-06,769.917,770.121
"2020-03-18 12:02:19",20.1,24.2,0,19.8,16.3,0.4,20.483,19.68,20.574,18.751,19.574,25.585,20.561,12.752,20.706,20.504,20.362,20.902,20.67,21.01,21.27,-119.98,-173.05,1.43e-06,769.883,770.121
"2020-03-18 12:03:19",20.1,24.2,0,20,16.2,0.4,20.483,19.6,20.574,18.972,19.585,24.975,20.561,12.687,20.706,20.52,20.36,20.896,20.71,21.05,21.27,-119.99,-173.08,1.44e-06,769.871,770.12
"2020-03-18 12:04:19",20.1,24.3,0,19.7,16.4,0.4,20.484,19.663,20.575,18.678,19.599,24.272,20.561,12.659,20.706,20.575,20.355,20.899,20.75,20.99,21.27,-120.02,-173.04,1.43e-06,769.887,770.12
"2020-03-18 12:05:20",20,24.3,0,19.3,16.7,0.4,20.484,19.554,20.574,18.557,19.583,25.268,20.561,12.691,20.705,20.588,20.355,20.889,20.65,20.97,21.27,-119.98,-173.06,1.44e-06,769.846,770.121
"2020-03-18 12:06:19",20.1,24.3,0,19.1,16.8,0.4,20.484,19.564,20.574,18.423,19.586,25.962,20.561,12.727,20.705,20.571,20.354,20.889,20.57,20.99,21.21,-120.01,-173.04,1.44e-06,769.818,770.119
"2020-03-18 12:07:20",20,24.2,0,18.9,16.9,0.4,20.483,19.612,20.574,18.349,19.591,25.166,20.561,12.74,20.705,20.49,20.356,20.893,20.62,21,21.21,-119.98,-173.07,1.43e-06,769.846,770.12
"2020-03-18 12:08:19",20,24.2,0,18.8,17,0.4,20.484,19.65,20.574,18.279,19.586,25.143,20.561,12.827,20.705,20.476,20.357,20.899,20.68,21.01,21.28,-120,-173.06,1.44e-06,769.802,770.119
"2020-03-18 12:09:19",20.1,24.2,0,18.7,17,0.4,20.484,19.63,20.574,18.262,19.586,25.214,20.561,13.017,20.705,20.541,20.359,20.903,20.66,20.98,21.27,-120,-173.06,1.43e-06,769.827,770.12
"2020-03-18 12:10:20",20.1,24.2,0,18.8,16.9,0.4,20.484,19.646,20.574,18.275,19.589,25.28,20.561,12.881,20.705,20.566,20.358,20.898,20.73,21.01,21.27,-120,-173.09,1.44e-06,769.854,770.122
"2020-03-18 12:11:19",20,24.2,0,19.1,16.7,0.4,20.484,19.561,20.574,18.175,19.586,25.755,20.561,12.751,20.705,20.499,20.359,20.884,20.64,21.02,21.33,-119.98,-173.1,1.43e-06,769.845,770.12
"2020-03-18 12:12:20",20,24.2,0,19.4,16.4,0.4,20.483,19.569,20.574,18.369,19.623,24.721,20.561,12.74,20.705,20.573,20.36,20.889,20.56,21.02,21.28,-120.01,-173.13,1.44e-06,769.834,770.12
"2020-03-18 12:13:20",20.1,24.2,0,19.6,16.3,0.4,20.483,19.59,20.574,18.599,19.618,25.153,20.561,12.737,20.705,20.513,20.358,20.902,20.6,20.98,21.29,-120,-173.17,1.43e-06,769.801,770.118
"2020-03-18 12:14:19",20.1,24.2,0,19.8,16.1,0.4,20.483,19.562,20.574,18.686,19.608,25.702,20.561,12.691,20.705,20.432,20.358,20.894,20.66,21,21.2,-119.98,-173.18,1.43e-06,769.865,770.12
"2020-03-18 12:15:20",20,24.2,0,19.9,16,0.4,20.483,19.615,20.574,18.751,19.545,25.731,20.561,12.754,20.705,20.463,20.36,20.901,20.7,20.98,21.26,-120,-173.16,1.44e-06,769.802,770.119
"2020-03-18 12:16:20",20.1,24.2,0,19.9,16,0.4,20.483,19.652,20.574,18.956,19.567,25.754,20.561,12.813,20.705,20.512,20.362,20.895,20.66,20.98,21.31,-120.01,-173.16,1.44e-06,769.829,770.118
"2020-03-18 12:17:19",20.1,24.2,0,19.6,16.1,0.4,20.484,19.523,20.574,18.647,19.631,24.8,20.561,12.753,20.705,20.474,20.362,20.895,20.6,20.97,21.32,-120,-173.14,1.44e-06,769.781,770.12
"2020-03-18 12:18:20",20,24.2,0,19.3,16.3,0.4,20.484,19.576,20.574,18.49,19.59,25.427,20.561,12.838,20.705,20.544,20.361,20.905,20.63,20.98,21.24,-120.01,-173.11,1.43e-06,769.853,770.118
"2020-03-18 12:19:20",20,24.2,0,19,16.6,0.4,20.484,19.597,20.574,18.414,19.562,25.969,20.561,12.835,20.704,20.526,20.359,20.903,20.61,20.99,21.3,-120.01,-173.11,1.44e-06,769.811,770.119
"2020-03-18 12:20:20",20,24.2,0,18.8,16.8,0.4,20.484,19.627,20.574,18.335,19.573,26.513,20.56,12.749,20.704,20.548,20.356,20.902,20.66,20.95,21.32,-119.99,-173.11,1.43e-06,769.78,770.118
"2020-03-18 12:21:20",20.1,24.2,0,18.8,16.8,0.4,20.484,19.537,20.574,18.237,19.58,24.787,20.56,12.682,20.704,20.548,20.357,20.905,20.61,20.99,21.28,-120,-173.11,1.43e-06,769.807,770.118
"2020-03-18 12:22:20",20,24.2,0,18.6,16.9,0.4,20.484,19.618,20.574,18.236,19.589,26.204,20.561,12.906,20.705,20.445,20.357,20.905,20.65,21,21.26,-119.99,-173.11,1.43e-06,769.813,770.118
"2020-03-18 12:23:20",20.1,24.1,0,18.7,16.9,0.4,20.483,19.659,20.574,18.255,19.529,25.959,20.56,12.911,20.705,20.425,20.354,20.91,20.64,20.99,21.36,-120,-173.1,1.43e-06,769.74,770.119
"2020-03-18 12:24:20",20.1,24.1,0,18.9,16.7,0.4,20.484,19.695,20.574,18.181,19.584,25.179,20.562,13.009,20.705,20.482,20.364,20.894,20.74,20.99,21.29,,,,769.817,770.119
"2020-03-18 12:25:20",20.1,24.1,0,19.3,16.4,0.4,20.484,19.617,20.574,18.349,19.572,25.172,20.561,12.897,20.705,20.447,20.361,20.892,20.7,20.95,21.22,-120,-173.11,1.43e-06,769.805,770.117
"2020-03-18 12:26:19",20.1,24.1,0,19.5,16.2,0.4,20.484,19.621,20.574,18.459,19.539,26.685,20.561,12.859,20.704,20.512,20.357,20.893,20.69,21,21.26,-120.01,-173.1,1.43e-06,769.791,770.117
"2020-03-18 12:27:20",20.1,24.1,0,19.7,16.1,0.4,20.483,19.614,20.574,18.511,19.55,26.267,20.561,13.051,20.705,20.569,20.357,20.887,20.7,21,21.18,-119.98,-173.12,1.43e-06,769.761,770.119
"2020-03-18 12:28:20",20.1,24.1,0,19.8,15.9,0.4,20.484,19.64,20.574,18.535,19.598,25.41,20.562,13.069,20.705,20.525,20.356,20.891,20.69,20.97,21.23,-119.98,-173.09,1.43e-06,769.855,770.117
