JD_UTC,RV,RV_ERR,FIES_ROOM_WEBSENSOR1_TEMPERATURE_NEAR_CEILING,FIES_ROOM_WEBSENSOR1_HUMIDITY,FIES_FRONT_ROOM_WEBSENSOR2_TEMPERATURE,FIES_FRONT_ROOM_WEBSENSOR2_HUMIDITY,FIES_FRONT_ROOM_WEBSENSOR2_ILLUMINATION,FIES_INSIDE_BLACK_BOX_AT_REAR,FIES_ROOM_NEAR_CEILING_AND_FAN_CONTROL,FIES_UNDER_GRATING_IN_TANK,FIES_FRONT_ROOM,FIES_BELOW_TABLE_GIRDER,FIES_ABOVE_HEATER_RADIATOR,FIES_INSIDE_BLACK_BOX_CENTRE,FIES_ABOVE_CEILING,FIES_GRATING_TANK_HOUSING,FIES_INSIDE_WHITE_BOX_REAR,FIES_INSIDE_WHITE_BOX_CENTRE,FIES_CENTRE_OF_TABLE_INC_GND,FIES_CEILING_NEAR_INSTRUMENT_AARHUS_1,FIES_INSIDE_BLACK_BOX_AARHUS_2,FIES_INSIDE_WHITE_BOX_UNDER_DEWAR_AARHUS_3,FIES_DETECTOR_TEMPERATURE,FIES_DEWAR_TEMPERATURE,FIES_DETECTOR_PRESSURE,FIES_ATMOSPHERIC_PRESSURE,FIES_GRATING_TANK_PRESSURE;;;;;;;;;;;;
2458999.904463, -21.50, 0.27, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.065000, 19.708000, 20.467000, 17.730000, 19.240000, 24.690000, 20.352000, 16.909000, 20.597000, 20.119000, 20.564000, 20.442000, 20.660000, 20.770000, 21.350000, -120.000000, -176.120000, 0.000001, 768.855000, 768.626000;;;;;;;;;;;;
2458999.905068, -21.42, 0.31, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.065000, 19.726000, 20.467000, 17.748000, 19.240000, 24.308000, 20.352000, 16.911000, 20.597000, 20.192000, 20.565000, 20.442000, 20.670000, 20.770000, 21.360000, -120.000000, -176.120000, 0.000001, 768.874000, 768.626000;;;;;;;;;;;;
2458999.905675, -21.69, 0.36, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.065000, 19.735000, 20.467000, 17.718000, 19.240000, 24.750000, 20.352000, 16.903000, 20.597000, 20.070000, 20.565000, 20.442000, 20.650000, 20.750000, 21.360000, -120.000000, -175.990000, 0.000001, 768.859000, 768.627000;;;;;;;;;;;;
2458999.906280, -22.12, 0.32, 20.300000, 32.500000, 18.100000, 35.600000, 0.400000, 20.065000, 19.735000, 20.467000, 17.657000, 19.241000, 24.437000, 20.353000, 16.886000, 20.597000, 20.053000, 20.566000, 20.443000, 20.680000, 20.760000, 21.330000, -119.990000, -175.960000, 0.000001, 768.909000, 768.627000;;;;;;;;;;;;
2458999.906885, -24.24, 0.27, 20.300000, 32.500000, 17.800000, 36.100000, 0.400000, 20.065000, 19.751000, 20.467000, 17.584000, 19.241000, 24.192000, 20.353000, 16.896000, 20.597000, 20.061000, 20.573000, 20.442000, 20.680000, 20.750000, 21.370000, -120.010000, -176.080000, 0.000001, 768.915000, 768.625000;;;;;;;;;;;;
2458999.907491, -22.65, 0.27, 20.300000, 32.500000, 17.800000, 36.100000, 0.400000, 20.065000, 19.751000, 20.467000, 17.584000, 19.241000, 24.192000, 20.353000, 16.896000, 20.597000, 20.061000, 20.573000, 20.442000, 20.680000, 20.750000, 21.370000, -120.010000, -176.080000, 0.000001, 768.915000, 768.625000;;;;;;;;;;;;
2458999.908701, -26.70, 0.33, 20.300000, 32.500000, 18.000000, 36.000000, 0.400000, 20.066000, 19.728000, 20.467000, 17.697000, 19.241000, 23.905000, 20.353000, 16.885000, 20.597000, 20.014000, 20.582000, 20.443000, 20.690000, 20.760000, 21.360000, -119.990000, -176.030000, 0.000001, 768.952000, 768.627000;;;;;;;;;;;;
2458999.909308, -28.45, 0.36, 20.300000, 32.500000, 18.100000, 35.800000, 0.400000, 20.065000, 19.712000, 20.468000, 17.691000, 19.241000, 23.984000, 20.353000, 16.896000, 20.597000, 19.967000, 20.583000, 20.443000, 20.690000, 20.760000, 21.340000, -120.000000, -175.960000, 0.000001, 768.956000, 768.629000;;;;;;;;;;;;
2458999.909912, -29.16, 0.35, 20.300000, 32.500000, 18.200000, 35.600000, 0.400000, 20.065000, 19.730000, 20.468000, 17.729000, 19.241000, 24.214000, 20.352000, 16.893000, 20.597000, 20.006000, 20.571000, 20.443000, 20.680000, 20.740000, 21.370000, -120.000000, -176.100000, 0.000001, 768.937000, 768.625000;;;;;;;;;;;;
2458999.910517, -28.96, 0.22, 20.300000, 32.500000, 18.300000, 35.400000, 0.400000, 20.065000, 19.726000, 20.468000, 17.721000, 19.241000, 24.149000, 20.352000, 16.913000, 20.597000, 20.095000, 20.567000, 20.444000, 20.650000, 20.750000, 21.340000, -120.020000, -176.100000, 0.000001, 768.942000, 768.627000;;;;;;;;;;;;
2458999.911124, -30.12, 0.28, 20.300000, 32.500000, 18.200000, 35.400000, 0.400000, 20.065000, 19.712000, 20.467000, 17.716000, 19.241000, 24.104000, 20.352000, 16.900000, 20.597000, 20.073000, 20.570000, 20.443000, 20.680000, 20.750000, 21.360000, -120.010000, -175.940000, 0.000001, 768.962000, 768.628000;;;;;;;;;;;;
2458999.911729, -29.55, 0.23, 20.300000, 32.500000, 18.000000, 35.900000, 0.400000, 20.065000, 19.692000, 20.468000, 17.634000, 19.242000, 24.218000, 20.351000, 16.888000, 20.597000, 20.079000, 20.574000, 20.443000, 20.680000, 20.730000, 21.360000, -120.010000, -175.940000, 0.000001, 768.942000, 768.626000;;;;;;;;;;;;
2458999.912334, -30.42, 0.26, 20.300000, 32.500000, 18.000000, 35.900000, 0.400000, 20.065000, 19.692000, 20.468000, 17.634000, 19.242000, 24.218000, 20.351000, 16.888000, 20.597000, 20.079000, 20.574000, 20.443000, 20.680000, 20.730000, 21.360000, -120.010000, -175.940000, 0.000001, 768.942000, 768.626000;;;;;;;;;;;;
2458999.912941, -30.91, 0.31, 20.300000, 32.500000, 17.800000, 36.300000, 0.400000, 20.065000, 19.704000, 20.468000, 17.548000, 19.242000, 24.160000, 20.352000, 16.895000, 20.598000, 20.174000, 20.566000, 20.443000, 20.660000, 20.770000, 21.390000, -119.990000, -175.950000, 0.000001, 768.987000, 768.629000;;;;;;;;;;;;
2458999.913546, -31.45, 0.33, 20.300000, 32.500000, 17.900000, 36.100000, 0.400000, 20.065000, 19.730000, 20.468000, 17.604000, 19.242000, 23.778000, 20.352000, 16.916000, 20.598000, 20.077000, 20.566000, 20.443000, 20.660000, 20.750000, 21.340000, -120.010000, -176.030000, 0.000001, 768.972000, 768.627000;;;;;;;;;;;;
2458999.914152, -30.10, 0.22, 20.300000, 32.500000, 18.000000, 35.900000, 0.400000, 20.065000, 19.711000, 20.468000, 17.663000, 19.242000, 23.820000, 20.352000, 16.919000, 20.598000, 20.152000, 20.564000, 20.443000, 20.680000, 20.770000, 21.360000, -120.010000, -175.950000, 0.000001, 768.979000, 768.628000;;;;;;;;;;;;
2458999.914756, -29.15, 0.30, 20.300000, 32.500000, 18.200000, 35.600000, 0.400000, 20.064000, 19.750000, 20.468000, 17.714000, 19.242000, 24.041000, 20.351000, 16.945000, 20.598000, 19.994000, 20.561000, 20.444000, 20.690000, 20.740000, 21.360000, -120.000000, -175.950000, 0.000001, 768.970000, 768.627000;;;;;;;;;;;;
2458999.915361, -29.16, 0.25, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.064000, 19.716000, 20.468000, 17.697000, 19.241000, 24.197000, 20.351000, 16.937000, 20.598000, 20.080000, 20.571000, 20.443000, 20.710000, 20.720000, 21.360000, -120.030000, -175.950000, 0.000001, 768.979000, 768.627000;;;;;;;;;;;;
2458999.915965, -29.81, 0.33, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.064000, 19.706000, 20.468000, 17.706000, 19.242000, 24.227000, 20.351000, 16.950000, 20.598000, 20.042000, 20.578000, 20.444000, 20.660000, 20.740000, 21.400000, -120.010000, -176.020000, 0.000001, 768.972000, 768.627000;;;;;;;;;;;;
2458999.916571, -29.71, 0.23, 20.300000, 32.500000, 18.000000, 35.800000, 0.400000, 20.064000, 19.697000, 20.468000, 17.626000, 19.242000, 24.355000, 20.351000, 16.943000, 20.598000, 20.113000, 20.570000, 20.444000, 20.670000, 20.740000, 21.350000, -120.010000, -175.960000, 0.000001, 768.991000, 768.627000;;;;;;;;;;;;
2458999.917176, -30.50, 0.31, 20.300000, 32.500000, 18.000000, 35.800000, 0.400000, 20.064000, 19.697000, 20.468000, 17.626000, 19.242000, 24.355000, 20.351000, 16.943000, 20.598000, 20.113000, 20.570000, 20.444000, 20.670000, 20.740000, 21.350000, -120.010000, -175.960000, 0.000001, 768.991000, 768.627000;;;;;;;;;;;;
2458999.917781, -30.09, 0.35, 20.300000, 32.500000, 17.800000, 36.200000, 0.400000, 20.065000, 19.735000, 20.468000, 17.578000, 19.242000, 23.709000, 20.351000, 16.945000, 20.598000, 20.029000, 20.562000, 20.444000, 20.690000, 20.760000, 21.380000, -120.010000, -175.960000, 0.000001, 768.986000, 768.627000;;;;;;;;;;;;
2458999.918387, -31.75, 0.26, 20.300000, 32.500000, 17.900000, 36.100000, 0.400000, 20.064000, 19.706000, 20.468000, 17.639000, 19.242000, 24.087000, 20.351000, 16.950000, 20.598000, 20.050000, 20.558000, 20.443000, 20.690000, 20.780000, 21.380000, -120.010000, -175.940000, 0.000001, 768.980000, 768.628000;;;;;;;;;;;;
2458999.918991, -29.45, 0.27, 20.300000, 32.500000, 18.100000, 35.800000, 0.400000, 20.064000, 19.714000, 20.468000, 17.662000, 19.242000, 24.183000, 20.351000, 16.916000, 20.598000, 20.063000, 20.557000, 20.444000, 20.690000, 20.730000, 21.380000, -120.000000, -175.940000, 0.000001, 768.985000, 768.629000;;;;;;;;;;;;
2458999.919596, -30.62, 0.32, 20.300000, 32.500000, 18.200000, 35.500000, 0.400000, 20.064000, 19.670000, 20.468000, 17.670000, 19.242000, 24.031000, 20.351000, 16.917000, 20.598000, 19.928000, 20.558000, 20.443000, 20.660000, 20.750000, 21.360000, -120.000000, -175.990000, 0.000001, 768.982000, 768.627000;;;;;;;;;;;;
2458999.920203, -30.05, 0.26, 20.300000, 32.500000, 18.300000, 35.400000, 0.400000, 20.064000, 19.690000, 20.468000, 17.682000, 19.242000, 24.194000, 20.351000, 16.934000, 20.598000, 19.960000, 20.575000, 20.444000, 20.670000, 20.750000, 21.370000, -119.990000, -175.990000, 0.000001, 768.990000, 768.627000;;;;;;;;;;;;
2458999.920807, -30.14, 0.32, 20.300000, 32.500000, 18.500000, 35.100000, 0.400000, 20.064000, 19.689000, 20.468000, 17.789000, 19.243000, 24.503000, 20.351000, 16.958000, 20.599000, 20.013000, 20.576000, 20.444000, 20.670000, 20.780000, 21.370000, -120.000000, -176.120000, 0.000001, 768.982000, 768.628000;;;;;;;;;;;;
2458999.921412, -27.85, 0.26, 20.300000, 32.500000, 18.500000, 35.100000, 0.400000, 20.064000, 19.689000, 20.468000, 17.789000, 19.243000, 24.503000, 20.351000, 16.958000, 20.599000, 20.013000, 20.576000, 20.444000, 20.670000, 20.780000, 21.370000, -120.000000, -176.120000, 0.000001, 768.982000, 768.628000;;;;;;;;;;;;
2458999.922017, -29.07, 0.30, 20.300000, 32.500000, 18.300000, 35.200000, 0.400000, 20.064000, 19.713000, 20.468000, 17.699000, 19.243000, 24.434000, 20.350000, 16.924000, 20.598000, 20.070000, 20.566000, 20.444000, 20.660000, 20.740000, 21.350000, -120.000000, -176.070000, 0.000001, 768.963000, 768.627000;;;;;;;;;;;;
2458999.922623, -29.63, 0.26, 20.300000, 32.500000, 18.000000, 35.900000, 0.400000, 20.064000, 19.738000, 20.468000, 17.620000, 19.243000, 24.031000, 20.350000, 16.925000, 20.598000, 20.077000, 20.573000, 20.444000, 20.670000, 20.750000, 21.420000, -120.000000, -176.070000, 0.000001, 768.964000, 768.628000;;;;;;;;;;;;
2458999.923228, -29.80, 0.32, 20.300000, 32.500000, 17.800000, 36.300000, 0.400000, 20.064000, 19.738000, 20.468000, 17.593000, 19.243000, 24.289000, 20.350000, 16.930000, 20.598000, 20.068000, 20.566000, 20.444000, 20.660000, 20.750000, 21.400000, -120.010000, -175.940000, 0.000001, 768.978000, 768.629000;;;;;;;;;;;;
2458999.923834, -29.67, 0.34, 20.300000, 32.500000, 18.000000, 36.000000, 0.400000, 20.064000, 19.732000, 20.469000, 17.661000, 19.243000, 24.000000, 20.350000, 16.904000, 20.598000, 20.065000, 20.568000, 20.444000, 20.670000, 20.730000, 21.310000, -120.010000, -176.100000, 0.000001, 768.989000, 768.627000;;;;;;;;;;;;
2458999.924439, -31.16, 0.34, 20.300000, 32.500000, 18.100000, 35.800000, 0.400000, 20.064000, 19.739000, 20.468000, 17.708000, 19.243000, 23.670000, 20.350000, 16.909000, 20.598000, 20.081000, 20.568000, 20.444000, 20.660000, 20.750000, 21.390000, -120.010000, -176.100000, 0.000001, 769.001000, 768.629000;;;;;;;;;;;;
2458999.925045, -29.07, 0.29, 20.300000, 32.500000, 18.200000, 35.500000, 0.400000, 20.064000, 19.759000, 20.469000, 17.725000, 19.242000, 24.100000, 20.350000, 16.890000, 20.598000, 19.981000, 20.572000, 20.445000, 20.700000, 20.750000, 21.390000, -120.000000, -175.950000, 0.000001, 769.008000, 768.628000;;;;;;;;;;;;
2458999.925650, -27.02, 0.25, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.063000, 19.729000, 20.468000, 17.713000, 19.243000, 23.871000, 20.349000, 16.880000, 20.599000, 20.059000, 20.561000, 20.444000, 20.700000, 20.740000, 21.310000, -119.990000, -175.950000, 0.000001, 768.996000, 768.627000;;;;;;;;;;;;
2458999.926256, -26.66, 0.23, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.063000, 19.729000, 20.468000, 17.713000, 19.243000, 23.871000, 20.349000, 16.880000, 20.599000, 20.059000, 20.561000, 20.444000, 20.700000, 20.740000, 21.310000, -119.990000, -175.950000, 0.000001, 768.996000, 768.627000;;;;;;;;;;;;
2458999.926861, -25.83, 0.29, 20.300000, 32.500000, 18.400000, 35.200000, 0.400000, 20.063000, 19.728000, 20.469000, 17.793000, 19.243000, 24.175000, 20.349000, 16.934000, 20.599000, 20.019000, 20.565000, 20.444000, 20.680000, 20.740000, 21.360000, -119.990000, -175.950000, 0.000001, 769.003000, 768.627000;;;;;;;;;;;;
2458999.928072, -28.53, 0.32, 20.300000, 32.500000, 18.000000, 35.900000, 0.400000, 20.063000, 19.740000, 20.469000, 17.630000, 19.243000, 24.191000, 20.349000, 16.963000, 20.598000, 20.065000, 20.560000, 20.444000, 20.670000, 20.740000, 0.000000, -119.990000, -176.060000, 0.000001, 769.008000, 768.628000;;;;;;;;;;;;
2458999.928678, -29.87, 0.21, 20.300000, 32.500000, 17.800000, 36.300000, 0.400000, 20.063000, 19.718000, 20.469000, 17.578000, 19.244000, 24.078000, 20.349000, 16.967000, 20.598000, 20.158000, 20.566000, 20.444000, 20.670000, 20.740000, 21.370000, -119.990000, -175.960000, 0.000001, 769.025000, 768.625000;;;;;;;;;;;;
2458999.929284, -29.61, 0.26, 20.300000, 32.500000, 17.900000, 36.000000, 0.400000, 20.063000, 19.727000, 20.469000, 17.668000, 19.243000, 23.883000, 20.349000, 16.944000, 20.598000, 20.052000, 20.569000, 20.444000, 20.690000, 20.750000, 21.380000, -120.010000, -175.930000, 0.000001, 769.026000, 768.628000;;;;;;;;;;;;
