JD_UTC,RV,RV_ERR,FIES_ROOM_WEBSENSOR1_TEMPERATURE_NEAR_CEILING,FIES_ROOM_WEBSENSOR1_HUMIDITY,FIES_FRONT_ROOM_WEBSENSOR2_TEMPERATURE,FIES_FRONT_ROOM_WEBSENSOR2_HUMIDITY,FIES_FRONT_ROOM_WEBSENSOR2_ILLUMINATION,FIES_INSIDE_BLACK_BOX_AT_REAR,FIES_ROOM_NEAR_CEILING_AND_FAN_CONTROL,FIES_UNDER_GRATING_IN_TANK,FIES_FRONT_ROOM,FIES_BELOW_TABLE_GIRDER,FIES_ABOVE_HEATER_RADIATOR,FIES_INSIDE_BLACK_BOX_CENTRE,FIES_ABOVE_CEILING,FIES_GRATING_TANK_HOUSING,FIES_INSIDE_WHITE_BOX_REAR,FIES_INSIDE_WHITE_BOX_CENTRE,FIES_CENTRE_OF_TABLE_INC_GND,FIES_CEILING_NEAR_INSTRUMENT_AARHUS_1,FIES_INSIDE_BLACK_BOX_AARHUS_2,FIES_INSIDE_WHITE_BOX_UNDER_DEWAR_AARHUS_3,FIES_DETECTOR_TEMPERATURE,FIES_DEWAR_TEMPERATURE,FIES_DETECTOR_PRESSURE,FIES_ATMOSPHERIC_PRESSURE,FIES_GRATING_TANK_PRESSURE;;;;;;;;;;;;
2458999.886307, -18.20, 0.24, 20.300000, 32.500000, 17.700000, 36.400000, 0.400000, 20.062000, 19.700000, 20.466000, 17.555000, 19.237000, 24.075000, 20.350000, 16.831000, 20.596000, 20.069000, 20.558000, 20.441000, 20.650000, 20.750000, 21.350000, -120.000000, -176.140000, 0.000001, 768.974000, 768.625000;;;;;;;;;;;;
2458999.886911, -19.33, 0.28, 20.300000, 32.500000, 17.900000, 35.900000, 0.400000, 20.062000, 19.687000, 20.466000, 17.599000, 19.237000, 24.286000, 20.350000, 16.845000, 20.596000, 20.104000, 20.551000, 20.441000, 20.650000, 20.740000, 21.330000, -119.980000, -176.160000, 0.000001, 768.980000, 768.623000;;;;;;;;;;;;
2458999.887517, -18.97, 0.29, 20.300000, 32.500000, 18.000000, 35.700000, 0.400000, 20.062000, 19.681000, 20.466000, 17.636000, 19.237000, 24.288000, 20.350000, 16.843000, 20.596000, 20.206000, 20.565000, 20.442000, 20.640000, 20.730000, 21.370000, -120.010000, -176.050000, 0.000001, 768.962000, 768.625000;;;;;;;;;;;;
2458999.888122, -20.60, 0.27, 20.300000, 32.500000, 18.100000, 35.600000, 0.400000, 20.062000, 19.684000, 20.466000, 17.667000, 19.237000, 24.086000, 20.350000, 16.881000, 20.596000, 20.181000, 20.562000, 20.442000, 20.650000, 20.740000, 21.410000, -120.010000, -176.050000, 0.000001, 768.962000, 768.625000;;;;;;;;;;;;
2458999.888728, -21.00, 0.29, 20.300000, 32.500000, 18.100000, 35.600000, 0.400000, 20.062000, 19.684000, 20.466000, 17.667000, 19.237000, 24.086000, 20.350000, 16.881000, 20.596000, 20.181000, 20.562000, 20.442000, 20.650000, 20.740000, 21.410000, -120.010000, -176.050000, 0.000001, 768.962000, 768.625000;;;;;;;;;;;;
2458999.889333, -21.34, 0.27, 20.300000, 32.500000, 18.200000, 35.500000, 0.400000, 20.062000, 19.700000, 20.466000, 17.641000, 19.237000, 24.179000, 20.350000, 16.871000, 20.596000, 20.063000, 20.563000, 20.443000, 20.660000, 20.740000, 21.370000, -120.010000, -176.050000, 0.000001, 768.953000, 768.624000;;;;;;;;;;;;
2458999.889939, -20.30, 0.27, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.062000, 19.710000, 20.466000, 17.691000, 19.237000, 24.185000, 20.350000, 16.885000, 20.596000, 20.077000, 20.563000, 20.442000, 20.660000, 20.760000, 21.330000, -120.010000, -175.950000, 0.000001, 768.925000, 768.626000;;;;;;;;;;;;
2458999.890543, -19.28, 0.27, 20.300000, 32.500000, 18.400000, 35.200000, 0.400000, 20.062000, 19.721000, 20.466000, 17.697000, 19.237000, 24.024000, 20.350000, 16.884000, 20.596000, 20.107000, 20.558000, 20.442000, 20.660000, 20.780000, 21.310000, -120.030000, -176.090000, 0.000001, 768.924000, 768.626000;;;;;;;;;;;;
2458999.891148, -19.50, 0.23, 20.300000, 32.500000, 18.300000, 35.200000, 0.400000, 20.063000, 19.726000, 20.466000, 17.708000, 19.237000, 24.068000, 20.350000, 16.858000, 20.596000, 20.077000, 20.556000, 20.441000, 20.680000, 20.760000, 21.400000, -120.030000, -176.010000, 0.000001, 768.946000, 768.625000;;;;;;;;;;;;
2458999.891752, -18.14, 0.24, 20.300000, 32.500000, 18.000000, 35.800000, 0.400000, 20.063000, 19.705000, 20.466000, 17.595000, 19.237000, 24.086000, 20.350000, 16.899000, 20.596000, 19.976000, 20.560000, 20.442000, 20.690000, 20.760000, 21.390000, -120.000000, -176.010000, 0.000001, 768.953000, 768.625000;;;;;;;;;;;;
2458999.892358, -18.61, 0.32, 20.300000, 32.500000, 17.800000, 36.100000, 0.400000, 20.063000, 19.711000, 20.466000, 17.524000, 19.238000, 23.857000, 20.351000, 16.914000, 20.596000, 19.992000, 20.557000, 20.442000, 20.660000, 20.760000, 21.360000, -120.030000, -176.100000, 0.000001, 768.951000, 768.624000;;;;;;;;;;;;
2458999.892963, -18.59, 0.26, 20.300000, 32.500000, 18.000000, 35.800000, 0.400000, 20.063000, 19.709000, 20.467000, 17.624000, 19.237000, 23.779000, 20.351000, 16.897000, 20.596000, 20.028000, 20.567000, 20.443000, 20.670000, 20.760000, 21.370000, -120.010000, -176.100000, 0.000001, 768.951000, 768.624000;;;;;;;;;;;;
2458999.893568, -19.52, 0.25, 20.300000, 32.500000, 18.000000, 35.800000, 0.400000, 20.063000, 19.709000, 20.467000, 17.624000, 19.237000, 23.779000, 20.351000, 16.897000, 20.596000, 20.028000, 20.567000, 20.443000, 20.670000, 20.760000, 21.370000, -120.010000, -176.100000, 0.000001, 768.951000, 768.624000;;;;;;;;;;;;
2458999.894174, -19.09, 0.25, 20.300000, 32.500000, 18.100000, 35.600000, 0.400000, 20.063000, 19.736000, 20.467000, 17.656000, 19.238000, 24.056000, 20.351000, 16.848000, 20.596000, 20.004000, 20.572000, 20.442000, 20.670000, 20.790000, 21.320000, -120.010000, -176.000000, 0.000001, 768.947000, 768.626000;;;;;;;;;;;;
2458999.894779, -19.61, 0.25, 20.300000, 32.500000, 18.200000, 35.500000, 0.400000, 20.063000, 19.724000, 20.467000, 17.687000, 19.238000, 24.256000, 20.352000, 16.876000, 20.597000, 20.067000, 20.575000, 20.442000, 20.670000, 20.760000, 21.310000, -120.010000, -175.940000, 0.000001, 768.943000, 768.626000;;;;;;;;;;;;
2458999.895385, -18.85, 0.29, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.064000, 19.736000, 20.466000, 17.701000, 19.238000, 24.057000, 20.352000, 16.871000, 20.596000, 20.035000, 20.562000, 20.442000, 20.670000, 20.770000, 21.340000, -120.020000, -175.940000, 0.000001, 768.938000, 768.626000;;;;;;;;;;;;
2458999.895990, -20.92, 0.24, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.064000, 19.721000, 20.467000, 17.664000, 19.239000, 24.087000, 20.352000, 16.843000, 20.596000, 19.977000, 20.570000, 20.443000, 20.690000, 20.770000, 21.380000, -120.020000, -175.940000, 0.000001, 768.950000, 768.624000;;;;;;;;;;;;
2458999.896596, -18.89, 0.21, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.064000, 19.710000, 20.467000, 17.677000, 19.238000, 24.619000, 20.352000, 16.835000, 20.596000, 20.055000, 20.569000, 20.442000, 20.680000, 20.740000, 21.380000, -119.990000, -176.070000, 0.000001, 768.942000, 768.625000;;;;;;;;;;;;
2458999.897200, -20.45, 0.28, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.064000, 19.722000, 20.467000, 17.730000, 19.238000, 24.067000, 20.352000, 16.854000, 20.597000, 20.135000, 20.572000, 20.442000, 20.670000, 20.760000, 21.380000, -120.000000, -175.960000, 0.000001, 768.913000, 768.625000;;;;;;;;;;;;
2458999.897806, -18.40, 0.22, 20.300000, 32.500000, 18.300000, 35.200000, 0.400000, 20.064000, 19.709000, 20.467000, 17.730000, 19.239000, 23.966000, 20.352000, 16.859000, 20.596000, 20.059000, 20.557000, 20.441000, 20.680000, 20.750000, 21.380000, -120.000000, -175.960000, 0.000001, 768.913000, 768.626000;;;;;;;;;;;;
2458999.898411, -20.50, 0.27, 20.300000, 32.500000, 18.300000, 35.200000, 0.400000, 20.064000, 19.709000, 20.467000, 17.730000, 19.239000, 23.966000, 20.352000, 16.859000, 20.596000, 20.059000, 20.557000, 20.441000, 20.680000, 20.750000, 21.380000, -120.000000, -175.960000, 0.000001, 768.913000, 768.626000;;;;;;;;;;;;
2458999.899015, -19.10, 0.28, 20.300000, 32.500000, 18.000000, 35.600000, 0.400000, 20.064000, 19.713000, 20.467000, 17.650000, 19.239000, 24.166000, 20.352000, 16.870000, 20.596000, 20.106000, 20.567000, 20.442000, 20.670000, 20.740000, 21.350000, -120.000000, -176.080000, 0.000001, 768.908000, 768.627000;;;;;;;;;;;;
2458999.899620, -21.17, 0.26, 20.300000, 32.500000, 17.800000, 36.100000, 0.400000, 20.064000, 19.697000, 20.467000, 17.572000, 19.239000, 24.219000, 20.352000, 16.867000, 20.596000, 20.158000, 20.565000, 20.443000, 20.660000, 20.790000, 21.380000, -119.990000, -176.080000, 0.000001, 768.914000, 768.625000;;;;;;;;;;;;
2458999.900226, -21.11, 0.28, 20.300000, 32.500000, 17.900000, 36.000000, 0.400000, 20.064000, 19.692000, 20.467000, 17.611000, 19.239000, 24.173000, 20.352000, 16.881000, 20.597000, 20.111000, 20.576000, 20.443000, 20.670000, 20.770000, 21.360000, -119.990000, -176.080000, 0.000001, 768.909000, 768.626000;;;;;;;;;;;;
2458999.900830, -21.71, 0.24, 20.300000, 32.500000, 18.000000, 35.900000, 0.400000, 20.064000, 19.721000, 20.467000, 17.690000, 19.239000, 24.365000, 20.352000, 16.886000, 20.597000, 20.014000, 20.564000, 20.443000, 20.660000, 20.780000, 21.360000, -119.990000, -175.960000, 0.000001, 768.893000, 768.627000;;;;;;;;;;;;
2458999.901435, -20.78, 0.26, 20.300000, 32.500000, 18.100000, 35.700000, 0.400000, 20.064000, 19.718000, 20.467000, 17.712000, 19.239000, 24.281000, 20.352000, 16.883000, 20.597000, 20.084000, 20.562000, 20.443000, 20.670000, 20.740000, 21.330000, -120.000000, -176.100000, 0.000001, 768.899000, 768.627000;;;;;;;;;;;;
2458999.902042, -22.23, 0.28, 20.300000, 32.500000, 18.200000, 35.500000, 0.400000, 20.065000, 19.710000, 20.467000, 17.734000, 19.240000, 24.305000, 20.353000, 16.906000, 20.597000, 20.062000, 20.566000, 20.442000, 20.660000, 20.750000, 21.350000, -120.000000, -176.030000, 0.000001, 768.900000, 768.625000;;;;;;;;;;;;
2458999.902647, -18.68, 0.27, 20.300000, 32.500000, 18.200000, 35.500000, 0.400000, 20.065000, 19.710000, 20.467000, 17.734000, 19.240000, 24.305000, 20.353000, 16.906000, 20.597000, 20.062000, 20.566000, 20.442000, 20.660000, 20.750000, 21.350000, -120.000000, -176.030000, 0.000001, 768.900000, 768.625000;;;;;;;;;;;;
2458999.903252, -21.41, 0.31, 20.300000, 32.500000, 18.200000, 35.500000, 0.400000, 20.065000, 19.703000, 20.467000, 17.696000, 19.239000, 24.446000, 20.352000, 16.907000, 20.597000, 20.018000, 20.561000, 20.443000, 20.650000, 20.760000, 21.390000, -119.990000, -176.030000, 0.000001, 768.897000, 768.625000;;;;;;;;;;;;
2458999.903858, -19.58, 0.27, 20.300000, 32.500000, 18.300000, 35.300000, 0.400000, 20.065000, 19.713000, 20.467000, 17.712000, 19.240000, 24.684000, 20.352000, 16.889000, 20.597000, 20.067000, 20.562000, 20.443000, 20.690000, 20.750000, 21.380000, -119.990000, -176.120000, 0.000001, 768.873000, 768.627000;;;;;;;;;;;;
